country,score,gdp,social,health,freedom,generosity,trust,year,iso_alpha,region,sub_region,dystopia_residual
Czech Republic,6.965,1.37,1.09,0.703,0.58,0.052,0.046,2021,CZE,Europe,Eastern Europe,3.124
United States,6.951,1.533,1.03,0.621,0.554,0.252,0.154,2021,USA,Americas,Northern America,2.8070000000000004
Belgium,6.834,1.463,0.998,0.747,0.489,0.088,0.187,2021,BEL,Europe,Western Europe,2.8619999999999997
France,6.69,1.421,1.081,0.804,0.536,0.092,0.235,2021,FRA,Europe,Western Europe,2.521
Bahrain,6.647,1.409,0.899,0.662,0.661,0.246,0.139,2021,BHR,Asia,Western Asia,2.6310000000000002
Malta,6.602,1.411,1.055,0.747,0.664,0.275,0.183,2021,MLT,Europe,Southern Europe,2.2670000000000003
Taiwan Province of China,6.584,1.48,0.982,0.665,0.49,0.142,0.139,2021,TWN,Asia,Eastern Asia,2.686
United Arab Emirates,6.561,1.555,0.86,0.594,0.67,0.236,0.223,2021,ARE,Asia,Western Asia,2.423
Saudi Arabia,6.494,1.435,0.964,0.571,0.603,0.09,0.163,2021,SAU,Asia,Western Asia,2.6680000000000006
Spain,6.491,1.375,1.057,0.826,0.462,0.135,0.124,2021,ESP,Europe,Southern Europe,2.511999999999999
Italy,6.483,1.393,0.94,0.798,0.379,0.133,0.047,2021,ITA,Europe,Southern Europe,2.7929999999999993
Slovenia,6.461,1.36,1.093,0.722,0.69,0.122,0.085,2021,SVN,Europe,Southern Europe,2.3890000000000002
Guatemala,6.435,0.845,0.79,0.519,0.638,0.163,0.105,2021,GTM,Americas,Latin America and the Caribbean,3.375
Uruguay,6.431,1.164,1.042,0.649,0.625,0.128,0.223,2021,URY,Americas,Latin America and the Caribbean,2.6
Singapore,6.377,1.695,1.019,0.897,0.664,0.176,0.547,2021,SGP,Asia,South-eastern Asia,1.3790000000000004
Kosovo,6.372,0.937,0.807,0.483,0.593,0.356,0.014,2021,XKX,Europe,Southern Europe,3.182
Slovakia,6.331,1.304,1.066,0.653,0.468,0.107,0.018,2021,SVK,Europe,Eastern Europe,2.7150000000000003
Brazil,6.33,1.028,0.944,0.571,0.514,0.142,0.117,2021,BRA,Americas,Latin America and the Caribbean,3.014
Mexico,6.317,1.126,0.83,0.634,0.585,0.092,0.089,2021,MEX,Americas,Latin America and the Caribbean,2.9610000000000003
Jamaica,6.309,0.891,0.932,0.599,0.618,0.099,0.035,2021,JAM,Americas,Latin America and the Caribbean,3.1350000000000002
Lithuania,6.255,1.35,1.065,0.612,0.476,0.056,0.073,2021,LTU,Europe,Northern Europe,2.6229999999999998
Cyprus,6.223,1.377,0.765,0.801,0.464,0.178,0.061,2021,CYP,Asia,Western Asia,2.577
Estonia,6.189,1.344,1.079,0.64,0.641,0.119,0.263,2021,EST,Europe,Northern Europe,2.1029999999999998
Panama,6.18,1.298,0.976,0.667,0.596,0.079,0.053,2021,PAN,Americas,Latin America and the Caribbean,2.5109999999999997
Uzbekistan,6.179,0.769,1.027,0.528,0.716,0.391,0.271,2021,UZB,Asia,Central Asia,2.4770000000000003
Chile,6.172,1.2,0.946,0.678,0.438,0.159,0.07,2021,CHL,Americas,Latin America and the Caribbean,2.681
Poland,6.166,1.309,0.982,0.668,0.558,0.08,0.13,2021,POL,Europe,Eastern Europe,2.439
Kazakhstan,6.152,1.23,1.103,0.527,0.573,0.143,0.132,2021,KAZ,Asia,Central Asia,2.444
Romania,6.14,1.275,0.832,0.595,0.564,0.045,0.001,2021,ROU,Europe,Eastern Europe,2.828
Kuwait,6.106,1.461,0.857,0.58,0.591,0.12,0.13,2021,KWT,Asia,Western Asia,2.367
Serbia,6.078,1.101,0.924,0.634,0.482,0.189,0.066,2021,SRB,Europe,Southern Europe,2.6820000000000004
El Salvador,6.061,0.845,0.675,0.565,0.615,0.116,0.16,2021,SLV,Americas,Latin America and the Caribbean,3.0849999999999995
Mauritius,6.049,1.178,0.996,0.574,0.59,0.153,0.096,2021,MUS,Africa,Sub-Saharan Africa,2.4620000000000006
Latvia,6.032,1.285,1.047,0.587,0.405,0.082,0.089,2021,LVA,Europe,Northern Europe,2.5370000000000004
Colombia,6.012,1.021,0.866,0.615,0.554,0.1,0.063,2021,COL,Americas,Latin America and the Caribbean,2.7929999999999993
Hungary,5.992,1.301,1.083,0.615,0.454,0.067,0.04,2021,HUN,Europe,Eastern Europe,2.432
Thailand,5.985,1.107,0.957,0.596,0.611,0.375,0.028,2021,THA,Asia,South-eastern Asia,2.3110000000000004
Nicaragua,5.972,0.693,0.904,0.604,0.553,0.201,0.176,2021,NIC,Americas,Latin America and the Caribbean,2.841
Japan,5.94,1.389,0.949,0.838,0.504,0.02,0.192,2021,JPN,Asia,Eastern Asia,2.048
Argentina,5.929,1.162,0.98,0.646,0.544,0.069,0.067,2021,ARG,Americas,Latin America and the Caribbean,2.4610000000000003
Portugal,5.929,1.323,0.939,0.76,0.621,0.029,0.033,2021,PRT,Europe,Southern Europe,2.224
Honduras,5.919,0.703,0.787,0.593,0.578,0.241,0.083,2021,HND,Americas,Latin America and the Caribbean,2.9339999999999993
Croatia,5.882,1.251,1.039,0.703,0.453,0.111,0.0,2021,HRV,Europe,Southern Europe,2.3249999999999997
Philippines,5.88,0.853,0.828,0.426,0.651,0.125,0.126,2021,PHL,Asia,South-eastern Asia,2.871
South Korea,5.845,1.403,0.758,0.801,0.353,0.134,0.135,2021,KOR,Asia,Eastern Asia,2.2609999999999992
Peru,5.84,0.986,0.833,0.623,0.536,0.087,0.031,2021,PER,Americas,Latin America and the Caribbean,2.7439999999999993
Bosnia and Herzegovina,5.813,1.032,0.919,0.618,0.395,0.261,0.005,2021,BIH,Europe,Southern Europe,2.5829999999999997
Moldova,5.766,0.985,0.888,0.542,0.536,0.137,0.013,2021,MDA,Europe,Eastern Europe,2.665
Ecuador,5.764,0.935,0.806,0.64,0.56,0.107,0.062,2021,ECU,Americas,Latin America and the Caribbean,2.654
Kyrgyzstan,5.744,0.665,0.971,0.501,0.673,0.266,0.02,2021,KGZ,Asia,Central Asia,2.6479999999999997
Greece,5.723,1.273,0.811,0.76,0.243,0.0,0.074,2021,GRC,Europe,Southern Europe,2.562
Bolivia,5.716,0.842,0.782,0.486,0.6,0.138,0.064,2021,BOL,Americas,Latin America and the Caribbean,2.804
Mongolia,5.677,0.966,1.065,0.442,0.397,0.263,0.053,2021,MNG,Asia,Eastern Asia,2.4909999999999997
Paraguay,5.653,0.983,0.97,0.549,0.602,0.206,0.037,2021,PRY,Americas,Latin America and the Caribbean,2.306
Montenegro,5.581,1.155,0.891,0.637,0.397,0.166,0.081,2021,MNE,Europe,Southern Europe,2.2540000000000004
Dominican Republic,5.545,1.106,0.879,0.555,0.581,0.101,0.144,2021,DOM,Americas,Latin America and the Caribbean,2.179
North Cyprus,5.536,1.377,0.806,0.801,0.503,0.196,0.2,2021,CYP,Asia,Western Asia,1.6529999999999991
Belarus,5.534,1.124,1.007,0.56,0.326,0.07,0.199,2021,BLR,Europe,Eastern Europe,2.2479999999999998
Russia,5.477,1.241,0.992,0.511,0.409,0.115,0.06,2021,RUS,Europe,Eastern Europe,2.149
Hong Kong S.A.R. of China,5.477,1.525,0.841,0.893,0.408,0.232,0.342,2021,HKG,Asia,Eastern Asia,1.2360000000000007
Tajikistan,5.466,0.508,0.895,0.498,0.548,0.152,0.247,2021,TJK,Asia,Central Asia,2.6180000000000003
Vietnam,5.411,0.817,0.873,0.616,0.679,0.124,0.091,2021,VNM,Asia,South-eastern Asia,2.210999999999999
Libya,5.41,1.044,0.821,0.435,0.474,0.131,0.174,2021,LBY,Africa,Northern Africa,2.331
Malaysia,5.384,1.259,0.797,0.587,0.624,0.27,0.064,2021,MYS,Asia,South-eastern Asia,1.7830000000000004
Indonesia,5.345,0.954,0.786,0.433,0.598,0.541,0.046,2021,IDN,Asia,South-eastern Asia,1.987
Congo (Brazzaville),5.342,0.518,0.392,0.307,0.381,0.144,0.124,2021,COG,Africa,Sub-Saharan Africa,3.4759999999999995
China,5.339,1.061,0.785,0.665,0.636,0.093,0.117,2021,CHN,Asia,Eastern Asia,1.9820000000000002
Ivory Coast,5.306,0.669,0.409,0.052,0.438,0.177,0.092,2021,CIV,Africa,Sub-Saharan Africa,3.469
Armenia,5.283,0.996,0.758,0.585,0.54,0.079,0.198,2021,ARM,Asia,Western Asia,2.1270000000000002
Nepal,5.269,0.519,0.702,0.496,0.488,0.287,0.135,2021,NPL,Asia,Southern Asia,2.6420000000000003
Bulgaria,5.266,1.181,1.055,0.583,0.494,0.125,0.005,2021,BGR,Europe,Eastern Europe,1.8230000000000004
Maldives,5.198,1.115,1.015,0.697,0.575,0.204,0.073,2021,MDV,Asia,Southern Asia,1.5190000000000001
Azerbaijan,5.171,1.025,0.841,0.541,0.526,0.043,0.276,2021,AZE,Asia,Western Asia,1.9190000000000005
Cameroon,5.142,0.543,0.556,0.159,0.425,0.205,0.058,2021,CMR,Africa,Sub-Saharan Africa,3.1959999999999997
Senegal,5.132,0.518,0.558,0.357,0.381,0.158,0.088,2021,SEN,Africa,Sub-Saharan Africa,3.0719999999999996
Albania,5.117,1.008,0.529,0.646,0.491,0.168,0.024,2021,ALB,Europe,Southern Europe,2.251
North Macedonia,5.101,1.068,0.772,0.535,0.45,0.212,0.022,2021,MKD,Europe,Southern Europe,2.042
Ghana,5.088,0.68,0.595,0.287,0.517,0.268,0.058,2021,GHA,Africa,Sub-Saharan Africa,2.6830000000000007
Niger,5.074,0.162,0.402,0.167,0.516,0.2,0.157,2021,NER,Africa,Sub-Saharan Africa,3.4699999999999998
Turkmenistan,5.066,1.046,1.172,0.439,0.602,0.366,0.033,2021,TKM,Asia,Central Asia,1.408
Gambia,5.051,0.367,0.511,0.21,0.384,0.465,0.123,2021,GMB,Africa,Sub-Saharan Africa,2.991
Benin,5.045,0.507,0.058,0.196,0.457,0.166,0.178,2021,BEN,Africa,Sub-Saharan Africa,3.4829999999999997
Laos,5.03,0.808,0.598,0.33,0.643,0.268,0.179,2021,LAO,Asia,South-eastern Asia,2.204
Bangladesh,5.025,0.635,0.52,0.514,0.603,0.161,0.164,2021,BGD,Asia,Southern Asia,2.428
Guinea,4.984,0.42,0.399,0.206,0.384,0.25,0.111,2021,GIN,Africa,Sub-Saharan Africa,3.2140000000000004
South Africa,4.956,0.967,0.895,0.265,0.447,0.144,0.051,2021,ZAF,Africa,Sub-Saharan Africa,2.187
Turkey,4.948,1.26,0.809,0.59,0.236,0.097,0.104,2021,TUR,Asia,Western Asia,1.8520000000000008
Pakistan,4.934,0.637,0.423,0.322,0.418,0.252,0.097,2021,PAK,Asia,Southern Asia,2.785
Morocco,4.918,0.792,0.219,0.558,0.477,0.034,0.088,2021,MAR,Africa,Northern Africa,2.75
Venezuela,4.892,0.852,0.897,0.574,0.284,0.078,0.072,2021,VEN,Americas,Latin America and the Caribbean,2.1350000000000007
Georgia,4.891,1.03,0.47,0.498,0.488,0.032,0.181,2021,GEO,Asia,Western Asia,2.192
Algeria,4.887,0.946,0.765,0.552,0.119,0.144,0.12,2021,DZA,Africa,Northern Africa,2.2409999999999997
Ukraine,4.875,0.979,0.958,0.517,0.417,0.181,0.01,2021,UKR,Europe,Eastern Europe,1.8130000000000006
Iraq,4.854,0.91,0.638,0.381,0.302,0.153,0.041,2021,IRQ,Asia,Western Asia,2.4290000000000003
Gabon,4.852,1.037,0.707,0.362,0.424,0.058,0.064,2021,GAB,Africa,Sub-Saharan Africa,2.2000000000000006
Burkina Faso,4.834,0.364,0.472,0.179,0.381,0.182,0.122,2021,BFA,Africa,Sub-Saharan Africa,3.134
Cambodia,4.83,0.603,0.68,0.426,0.702,0.21,0.061,2021,KHM,Asia,South-eastern Asia,2.1480000000000006
Mozambique,4.794,0.183,0.634,0.196,0.608,0.228,0.163,2021,MOZ,Africa,Sub-Saharan Africa,2.7819999999999996
Nigeria,4.759,0.663,0.625,0.051,0.433,0.212,0.039,2021,NGA,Africa,Sub-Saharan Africa,2.736
Mali,4.723,0.387,0.59,0.11,0.384,0.164,0.072,2021,MLI,Africa,Sub-Saharan Africa,3.016
Iran,4.721,1.03,0.557,0.561,0.275,0.33,0.144,2021,IRN,Asia,Southern Asia,1.8239999999999998
Uganda,4.636,0.364,0.718,0.24,0.398,0.267,0.054,2021,UGA,Africa,Sub-Saharan Africa,2.5950000000000006
Liberia,4.625,0.228,0.58,0.253,0.43,0.221,0.057,2021,LBR,Africa,Sub-Saharan Africa,2.856
Kenya,4.607,0.603,0.508,0.385,0.483,0.375,0.073,2021,KEN,Africa,Sub-Saharan Africa,2.18
Tunisia,4.596,0.919,0.515,0.59,0.334,0.057,0.044,2021,TUN,Africa,Northern Africa,2.137
Lebanon,4.584,1.045,0.868,0.595,0.175,0.14,0.026,2021,LBN,Asia,Western Asia,1.7349999999999999
Namibia,4.574,0.882,0.801,0.262,0.411,0.091,0.059,2021,NAM,Africa,Sub-Saharan Africa,2.0679999999999996
Palestinian Territories,4.517,0.646,0.819,0.434,0.33,0.082,0.075,2021,PSE,Asia,Western Asia,2.1310000000000007
Myanmar,4.426,0.666,0.713,0.341,0.601,0.52,0.178,2021,MMR,Asia,South-eastern Asia,1.4070000000000005
Jordan,4.395,0.89,0.685,0.583,0.455,0.079,0.15,2021,JOR,Asia,Western Asia,1.552999999999999
Chad,4.355,0.255,0.353,0.0,0.24,0.215,0.084,2021,TCD,Africa,Sub-Saharan Africa,3.208
Sri Lanka,4.325,0.99,0.82,0.593,0.559,0.239,0.049,2021,LKA,Asia,Southern Asia,1.0750000000000002
Swaziland,4.308,0.849,0.693,0.074,0.323,0.067,0.147,2021,SWZ,Africa,Sub-Saharan Africa,2.1550000000000002
Comoros,4.289,0.488,0.367,0.279,0.202,0.241,0.101,2021,COM,Africa,Sub-Saharan Africa,2.6109999999999998
Egypt,4.283,0.954,0.647,0.426,0.446,0.069,0.092,2021,EGY,Africa,Northern Africa,1.649
Ethiopia,4.275,0.37,0.679,0.331,0.451,0.241,0.114,2021,ETH,Africa,Sub-Saharan Africa,2.0890000000000004
Mauritania,4.227,0.666,0.749,0.273,0.218,0.119,0.133,2021,MRT,Africa,Sub-Saharan Africa,2.069
Madagascar,4.208,0.266,0.503,0.341,0.207,0.185,0.087,2021,MDG,Africa,Sub-Saharan Africa,2.6189999999999998
Togo,4.107,0.254,0.239,0.203,0.289,0.209,0.107,2021,TGO,Africa,Sub-Saharan Africa,2.806
Zambia,4.073,0.528,0.552,0.231,0.487,0.227,0.074,2021,ZMB,Africa,Sub-Saharan Africa,1.9740000000000006
Sierra Leone,3.849,0.279,0.377,0.1,0.408,0.243,0.047,2021,SLE,Africa,Sub-Saharan Africa,2.3950000000000005
India,3.819,0.741,0.316,0.383,0.622,0.246,0.106,2021,IND,Asia,Southern Asia,1.4050000000000002
Burundi,3.775,0.0,0.062,0.155,0.298,0.172,0.212,2021,BDI,Africa,Sub-Saharan Africa,2.876
Yemen,3.658,0.329,0.831,0.272,0.268,0.092,0.089,2021,YEM,Asia,Western Asia,1.777
Tanzania,3.623,0.433,0.54,0.3,0.549,0.307,0.231,2021,TZA,Africa,Sub-Saharan Africa,1.2630000000000003
Haiti,3.615,0.294,0.173,0.227,0.257,0.463,0.139,2021,HTI,Americas,Latin America and the Caribbean,2.0620000000000003
Malawi,3.6,0.113,0.168,0.298,0.484,0.213,0.134,2021,MWI,Africa,Sub-Saharan Africa,2.19
Lesotho,3.512,0.451,0.731,0.007,0.405,0.103,0.015,2021,LSO,Africa,Sub-Saharan Africa,1.8000000000000003
Botswana,3.467,1.099,0.724,0.34,0.539,0.027,0.088,2021,BWA,Africa,Sub-Saharan Africa,0.6499999999999999
Rwanda,3.415,0.364,0.202,0.407,0.627,0.227,0.493,2021,RWA,Africa,Sub-Saharan Africa,1.0949999999999998
Zimbabwe,3.145,0.457,0.649,0.243,0.359,0.157,0.075,2021,ZWE,Africa,Sub-Saharan Africa,1.2049999999999998
Afghanistan,2.523,0.37,0.0,0.126,0.0,0.122,0.01,2021,AFG,Asia,Southern Asia,1.895
Finland,7.821000099182129,1.8916280269622805,1.258108377456665,0.775206446647644,0.7355902194976807,0.1087330505251884,0.5336580872535706,2022,FIN,Europe,Northern Europe,2.5180758908391
Denmark,7.636199951171875,1.952594876289368,1.2426812648773191,0.7766435146331787,0.7189184427261353,0.1876257061958313,0.5320789217948914,2022,DNK,Europe,Northern Europe,2.2256572246551514
Iceland,7.557499885559082,1.9357264041900637,1.3199135065078735,0.802621603012085,0.7181944847106934,0.2696161270141601,0.191204234957695,2022,ISL,Europe,Northern Europe,2.3202235251665115
Switzerland,7.511600017547607,2.0259697437286377,1.2260738611221311,0.8220476508140564,0.6769469380378723,0.1468217074871063,0.4610044062137604,2022,CHE,Europe,Western Europe,2.152735710144043
Netherlands,7.414899826049805,1.944577932357788,1.205848217010498,0.7867376208305359,0.650681734085083,0.2710764706134796,0.4190830886363983,2022,NLD,Europe,Western Europe,2.1368947625160217
Luxembourg,7.403999805450439,2.209395408630371,1.1545246839523315,0.7903646230697632,0.6997277736663818,0.1202028840780258,0.3881199657917022,2022,LUX,Europe,Western Europe,2.041664466261863
Sweden,7.384300231933594,1.9202585220336916,1.20404314994812,0.8026081919670105,0.7237046957015991,0.2179296463727951,0.5122383832931519,2022,SWE,Europe,Northern Europe,2.0035176426172256
Norway,7.365099906921387,1.9971911907196045,1.239048719406128,0.7860307097434998,0.7276478409767151,0.2166402488946914,0.4739991426467895,2022,NOR,Europe,Northern Europe,1.9245420545339584
Israel,7.363800048828125,1.8259295225143437,1.2209957838058472,0.8176369667053223,0.5676404237747192,0.1548376381397247,0.1426141560077667,2022,ISR,Asia,Western Asia,2.6341455578804016
New Zealand,7.19980001449585,1.8520405292510984,1.2346335649490356,0.7521170377731323,0.6797534227371216,0.2446611374616623,0.4830028116703033,2022,NZL,Oceania,Australia and New Zealand,1.9535915106534958
Austria,7.163000106811523,1.9313225746154783,1.1652566194534302,0.7737501859664917,0.6227887272834778,0.1932794749736786,0.3291270434856415,2022,AUT,Europe,Western Europe,2.147475481033325
Australia,7.162099838256836,1.899888515472412,1.203384280204773,0.7723036408424377,0.6764959692955017,0.2576091587543487,0.3410457968711853,2022,AUS,Oceania,Australia and New Zealand,2.0113724768161774
Ireland,7.040800094604492,2.1290323734283447,1.1656070947647097,0.7788048386573792,0.6267539262771606,0.1896840333938598,0.4076792299747467,2022,IRL,Europe,Northern Europe,1.7432385981082916
Germany,7.03410005569458,1.9237384796142576,1.0875364542007446,0.7759007811546326,0.5851035714149475,0.1625509113073349,0.3576056063175201,2022,DEU,Europe,Western Europe,2.1416642516851425
Canada,7.025100231170654,1.8864532709121704,1.18776273727417,0.7831433415412903,0.658886194229126,0.2169653922319412,0.3682062327861786,2022,CAN,Americas,Northern America,1.923683062195778
United States,6.976799964904785,1.9823453426361084,1.1816372871398926,0.6281335353851318,0.5742728114128113,0.2200416177511215,0.1767122149467468,2022,USA,Americas,Northern America,2.2136571556329727
United Kingdom,6.942500114440918,1.8671802282333372,1.1430999040603638,0.7499578595161438,0.5965437293052673,0.2890751957893371,0.3291866481304168,2022,GBR,Europe,Northern Europe,1.9674565494060516
Czechia,6.9197998046875,1.8150155544281008,1.2600810527801514,0.7150060534477234,0.6603860259056091,0.1584600359201431,0.0482070073485374,2022,CZE,Europe,Eastern Europe,2.262644074857235
Belgium,6.804999828338623,1.9072577953338623,1.1061527729034424,0.7636563181877136,0.4919430017471313,0.0493561327457428,0.2035411447286605,2022,BEL,Europe,Western Europe,2.28309266269207
France,6.686699867248535,1.862690567970276,1.2186006307601929,0.8076454401016235,0.5671940445899963,0.0698990821838378,0.2656324803829193,2022,FRA,Europe,Western Europe,1.8950376212596893
Bahrain,6.646900177001953,1.8539786338806152,1.0289300680160522,0.6248905062675476,0.6929103136062622,0.1992599964141845,0.1545918583869934,2022,BHR,Asia,Western Asia,2.092338800430298
Slovenia,6.630099773406982,1.80962073802948,1.2490571737289429,0.7694127559661865,0.6845259666442871,0.1178140193223953,0.1147523671388626,2022,SVN,Europe,Southern Europe,1.884916752576828
Costa Rica,6.581999778747559,1.5842736959457395,1.054443597793579,0.7442119717597961,0.6613852977752686,0.0889740139245987,0.1024052947759628,2022,CRI,Americas,Latin America and the Caribbean,2.3463059067726135
United Arab Emirates,6.576000213623047,1.998103141784668,0.9795715808868408,0.6327618956565857,0.7020320296287537,0.2037053108215332,0.2504412233829498,2022,ARE,Asia,Western Asia,1.8093850314617157
Saudi Arabia,6.522799968719482,1.869549036026001,1.09208345413208,0.5768461227416992,0.6507883667945862,0.0784182623028755,0.1803727895021438,2022,SAU,Asia,Western Asia,2.0747419372200966
Taiwan Province of China,6.512499809265137,1.8968870639801023,1.0952037572860718,0.7326737642288208,0.5422512888908386,0.0750326290726661,0.1682404279708862,2022,TWN,Asia,Eastern Asia,2.0022108778357506
Singapore,6.480199813842773,2.148613929748535,1.127399444580078,0.8508744239807129,0.6715790629386902,0.1626960039138794,0.5868280529975891,2022,SGP,Asia,South-eastern Asia,0.9322088956832886
Romania,6.477000236511231,1.7188928127288818,1.0061519145965576,0.6554091572761536,0.6052556037902832,0.0392720475792884,0.0061435084789991,2022,ROU,Europe,Eastern Europe,2.4458751920610675
Spain,6.47629976272583,1.8080835342407229,1.211014986038208,0.8083633184432983,0.5049465894699097,0.101461537182331,0.1490138918161392,2022,ESP,Europe,Southern Europe,1.893415905535221
Uruguay,6.473599910736084,1.6145362854003906,1.1796176433563232,0.6720983982086182,0.6649817228317261,0.1026144102215766,0.2652441263198852,2022,URY,Americas,Latin America and the Caribbean,1.974507324397564
Italy,6.466700077056885,1.834216833114624,1.0517305135726929,0.8011638522148132,0.4124963581562042,0.0853471308946609,0.0592584982514381,2022,ITA,Europe,Southern Europe,2.2224868908524513
Kosovo,6.455100059509277,1.3621175289154053,0.9493407011032104,0.5694798827171326,0.5988550186157227,0.3091844320297241,0.035009104758501,2022,XKX,Europe,Southern Europe,2.6311133913695812
Malta,6.446899890899658,1.8382794857025144,1.168923258781433,0.7889099717140198,0.6791720986366272,0.1742989420890808,0.1658427417278289,2022,MLT,Europe,Southern Europe,1.6314733922481537
