country,score,gdp,social,health,freedom,generosity,trust,year,iso_alpha,region,sub_region,dystopia_residual
El Salvador,6.119999885559082,1.2648930549621582,0.7678723931312561,0.6068511605262756,0.6659149527549744,0.0886755809187889,0.2118375748395919,2022,SLV,Americas,Latin America and the Caribbean,2.513955168426037
Kuwait,6.106100082397461,1.903865098953247,0.9832875728607178,0.7470964789390564,0.6173350811004639,0.0869541987776756,0.1466420590877533,2022,KWT,Asia,Western Asia,1.620919592678547
Hungary,6.085899829864502,1.747837781906128,1.2325856685638428,0.6676573753356934,0.48464435338974,0.0776904374361038,0.0638839751482009,2022,HUN,Europe,Eastern Europe,1.811600238084793
Mauritius,6.071100234985352,1.5911095142364502,1.1163902282714844,0.5675454139709473,0.5894469022750854,0.1308534890413284,0.1069611832499504,2022,MUS,Africa,Sub-Saharan Africa,1.9687935039401054
Uzbekistan,6.062699794769287,1.2191461324691772,1.091555953025818,0.5997484922409058,0.7156714200973511,0.2831294536590576,0.2404218465089798,2022,UZB,Asia,Central Asia,1.9130264967679977
Japan,6.038899898529053,1.8345048427581787,1.0893537998199463,0.8660697937011719,0.5365419387817383,0.0071665430441498,0.2181957960128784,2022,JPN,Asia,Eastern Asia,1.4870671844109893
Honduras,6.02209997177124,1.1112792491912842,0.8850036859512329,0.5545865297317505,0.5821523070335388,0.2019959390163421,0.0764882862567901,2022,HND,Americas,Latin America and the Caribbean,2.6105939745903015
Portugal,6.016300201416016,1.759892225265503,1.078463077545166,0.7766397595405579,0.6546880602836609,0.0163303520530462,0.0391657724976539,2022,PRT,Europe,Southern Europe,1.6911209542304277
Argentina,5.9670000076293945,1.5916556119918823,1.101975917816162,0.6619763970375061,0.5553756952285767,0.0805148184299469,0.0849260315299034,2022,ARG,Americas,Latin America and the Caribbean,1.890575535595417
Greece,5.948200225830078,1.7030614614486694,0.980382800102234,0.773688793182373,0.2491647452116012,0.014922902919352,0.1083365604281425,2022,GRC,Europe,Southern Europe,2.118642962537706
South Korea,5.935100078582764,1.8510887622833248,0.8857672810554504,0.8414944410324097,0.4138626456260681,0.111005038022995,0.1760652810335159,2022,KOR,Asia,Eastern Asia,1.6558166295289993
Philippines,5.903600215911865,1.2676912546157837,0.9119067192077636,0.5139776468276978,0.6784930229187012,0.1072913482785224,0.1416739821434021,2022,PHL,Asia,South-eastern Asia,2.2825662419199944
Thailand,5.891200065612793,1.5350263118743896,1.0955945253372192,0.6968042850494385,0.6166512966156006,0.3209993243217468,0.0260370820760726,2022,THA,Asia,South-eastern Asia,1.6000872403383255
Moldova,5.856800079345703,1.4173669815063477,1.0084724426269531,0.596850574016571,0.5612049102783203,0.1023062691092491,0.0284885745495557,2022,MDA,Europe,Eastern Europe,2.142110327258706
Jamaica,5.849599838256836,1.2958128452301023,1.0448073148727417,0.6461374759674072,0.5668863654136658,0.0796772912144661,0.0526792518794536,2022,JAM,Americas,Latin America and the Caribbean,2.163599293678999
Kyrgyzstan,5.828499794006348,1.0685728788375854,1.109461784362793,0.6379151344299316,0.6930596232414246,0.2081545740365982,0.0247791018337011,2022,KGZ,Asia,Central Asia,2.0865566972643137
Belarus,5.821499824523926,1.5619453191757202,1.15654194355011,0.6288302540779114,0.3418358862400055,0.0395503975450992,0.2820110619068146,2022,BLR,Europe,Eastern Europe,1.810784962028265
Colombia,5.780600070953369,1.451734185218811,0.9286164045333862,0.720436155796051,0.5450152158737183,0.0871150940656662,0.0767243728041648,2022,COL,Americas,Latin America and the Caribbean,1.9709586426615715
Bosnia and Herzegovina,5.76800012588501,1.4682552814483645,1.0680179595947266,0.6648434996604919,0.4481370151042938,0.2439352571964264,0.0055048023350536,2022,BIH,Europe,Southern Europe,1.869306310545653
Mongolia,5.760700225830078,1.3929768800735474,1.1974509954452517,0.4672314524650574,0.3978268206119537,0.2471412122249603,0.0592393577098846,2022,MNG,Asia,Eastern Asia,1.9988335072994232
Dominican Republic,5.737199783325195,1.5375359058380127,1.002897024154663,0.5767497420310974,0.606073796749115,0.0840449705719947,0.1786682456731796,2022,DOM,Americas,Latin America and the Caribbean,1.7512300983071327
Malaysia,5.711299896240234,1.68926203250885,0.9376586079597472,0.6198279857635498,0.6542719006538391,0.2131580561399459,0.1256491988897323,2022,MYS,Asia,South-eastern Asia,1.4714721143245697
Bolivia,5.600299835205078,1.2558046579360962,0.8798621296882629,0.5552874207496643,0.6268607378005981,0.1116298735141754,0.064180664718151,2022,BOL,Americas,Latin America and the Caribbean,2.10667435079813
China,5.585299968719482,1.5084460973739624,0.9583731293678284,0.7045094966888428,0.656482458114624,0.0992905125021934,0.1422563195228576,2022,CHN,Asia,Eastern Asia,1.5159419551491737
Paraguay,5.5782999992370605,1.4085841178894043,1.1302772760391235,0.6244637966156006,0.6288774609565735,0.1712423712015152,0.0593643449246883,2022,PRY,Americas,Latin America and the Caribbean,1.555490631610155
Peru,5.559100151062012,1.3974946737289429,0.8646109104156494,0.7348531484603882,0.5452592372894287,0.0895951017737388,0.0369969941675663,2022,PER,Americas,Latin America and the Caribbean,1.8902900852262974
Montenegro,5.546800136566162,1.5733555555343628,1.0233640670776367,0.6590551137924194,0.460230141878128,0.1347978413105011,0.0770100206136703,2022,MNE,Europe,Southern Europe,1.6189873963594437
Ecuador,5.533299922943115,1.3516987562179563,0.87916100025177,0.708149254322052,0.5647234916687012,0.0803212076425552,0.0831145420670509,2022,ECU,Americas,Latin America and the Caribbean,1.8661316707730293
Vietnam,5.485000133514404,1.2522993087768557,0.9315484166145324,0.6108152866363525,0.7069714069366455,0.1429642289876938,0.1053376868367195,2022,VNM,Asia,South-eastern Asia,1.735063798725605
Turkmenistan,5.474299907684326,1.4843127727508545,1.3189550638198853,0.5163330435752869,0.6489843726158142,0.3142988681793213,0.031604629009962,2022,TKM,Asia,Central Asia,1.159811157733202
North Cyprus,5.466599941253662,1.8150652647018437,0.8880544304847717,0.8191651701927185,0.5226932764053345,0.1302663087844848,0.2130328565835952,2022,CYP,Asia,Western Asia,1.078322634100914
Russia,5.458600044250488,1.6847054958343506,1.0951956510543823,0.5862349271774292,0.4014016687870025,0.1172282844781875,0.0798202380537986,2022,RUS,Europe,Eastern Europe,1.4940137788653374
Hong Kong S.A.R. of China,5.424799919128418,1.957329511642456,0.9542672038078308,0.9418286681175232,0.4003404676914215,0.1467223614454269,0.3827511966228485,2022,HKG,Asia,Eastern Asia,0.641560509800911
Armenia,5.398600101470947,1.4341225624084473,0.8199043869972229,0.6681329011917114,0.5576069951057434,0.0544901303946971,0.2099013030529022,2022,ARM,Asia,Western Asia,1.6544418223202229
Tajikistan,5.377099990844727,0.9664257168769836,1.0051751136779783,0.517663836479187,0.571535587310791,0.1175773963332176,0.3039129674434662,2022,TJK,Asia,Central Asia,1.8948093727231026
Nepal,5.376500129699707,0.9844930171966552,0.7837649583816528,0.4992280006408691,0.5185115337371826,0.2367559224367141,0.1298040598630905,2022,NPL,Asia,Southern Asia,2.2239426374435425
Bulgaria,5.3709001541137695,1.6249457597732544,1.1628960371017456,0.6403149962425232,0.562840461730957,0.1232745125889778,0.0212211403995752,2022,BGR,Europe,Eastern Europe,1.2354072462767363
Libya,5.3302001953125,1.475775957107544,0.94259375333786,0.6057538390159607,0.4765428602695465,0.1059591025114059,0.1794342100620269,2022,LBY,Africa,Northern Africa,1.5441404730081558
Indonesia,5.23960018157959,1.3819719552993774,0.882904052734375,0.5392173528671265,0.6202617883682251,0.4679258465766907,0.0472941920161247,2022,IDN,Asia,South-eastern Asia,1.3000249937176704
Ivory Coast,5.234600067138672,1.094041109085083,0.4424029290676117,0.3223756849765777,0.4510815739631653,0.1489081233739853,0.123703196644783,2022,CIV,Africa,Sub-Saharan Africa,2.652087450027466
North Macedonia,5.198999881744385,1.5046250820159912,0.8626294136047363,0.6373797059059143,0.48750039935112,0.2151232212781906,0.0310017652809619,2022,MKD,Europe,Southern Europe,1.4607402943074703
Albania,5.198800086975098,1.4385340213775637,0.6457356810569763,0.7189506888389587,0.5109162330627441,0.1383862644433975,0.0283806268125772,2022,ALB,Europe,Southern Europe,1.7178965713828802
South Africa,5.193900108337402,1.424950122833252,1.0882340669631958,0.3612483143806457,0.4421205520629883,0.0888658091425895,0.0460397340357303,2022,ZAF,Africa,Sub-Saharan Africa,1.7424415089190006
Azerbaijan,5.173399925231934,1.4579789638519287,1.093034744262695,0.5596011877059937,0.6008951663970947,0.0234291162341833,0.3406610190868377,2022,AZE,Asia,Western Asia,1.0977997276932001
Gambia,5.163599967956543,0.7848303318023682,0.6205543279647827,0.3692214488983154,0.3673870265483856,0.3880315721035003,0.1025319993495941,2022,GMB,Africa,Sub-Saharan Africa,2.5310432612895966
Bangladesh,5.1554999351501465,1.0602563619613647,0.6137131452560425,0.5806912779808044,0.6222731471061707,0.1249363422393798,0.1867043673992157,2022,BGD,Asia,Southern Asia,1.9669252932071686
Laos,5.1402997970581055,1.2387919425964355,0.6542576551437378,0.4786238670349121,0.6790623068809509,0.1965337842702865,0.1839979887008667,2022,LAO,Asia,South-eastern Asia,1.7090322524309158
Algeria,5.122300148010254,1.362782001495361,0.9696173667907716,0.6431504487991333,0.1459854394197464,0.106462612748146,0.1498463749885559,2022,DZA,Africa,Northern Africa,1.7444559037685394
Liberia,5.121500015258789,0.6356145143508911,0.6700066924095154,0.3086460828781128,0.4053776860237121,0.1778694987297058,0.0795585140585899,2022,LBR,Africa,Sub-Saharan Africa,2.844427026808262
Ukraine,5.084099769592285,1.4112961292266846,1.0805567502975464,0.5832998156547546,0.4730083048343658,0.1883544027805328,0.016815461218357,2022,UKR,Europe,Eastern Europe,1.3307689055800438
Congo,5.075200080871582,0.950382649898529,0.4051604866981506,0.3552222549915313,0.4308602213859558,0.1300433874130249,0.145643875002861,2022,COG,Africa,Sub-Saharan Africa,2.6578872054815292
Morocco,5.059899806976318,1.2079977989196775,0.2677810788154602,0.5653759241104126,0.4923076629638672,0.0201665144413709,0.1017072424292564,2022,MAR,Africa,Northern Africa,2.4045635852962732
Mozambique,5.048299789428711,0.5782877802848816,0.6596840023994446,0.1910804808139801,0.5929921865463257,0.1851261854171753,0.199687048792839,2022,MOZ,Africa,Sub-Saharan Africa,2.6414421051740646
Cameroon,5.047599792480469,0.9680230617523192,0.6716996431350708,0.3166263699531555,0.3971286118030548,0.1517823934555053,0.0735725611448288,2022,CMR,Africa,Sub-Saharan Africa,2.468767151236534
Senegal,5.04610013961792,0.9327192902565002,0.5297720432281494,0.4471515417098999,0.4936968088150024,0.1434032171964645,0.0806675404310226,2022,SEN,Africa,Sub-Saharan Africa,2.4186896979808807
Niger,5.003499984741211,0.5698729753494263,0.5600710511207581,0.3259533047676086,0.5713254809379578,0.1646284908056259,0.1448130756616592,2022,NER,Africa,Sub-Saharan Africa,2.666835606098175
Georgia,4.973199844360352,1.4672424793243408,0.6117153763771057,0.5948413014411926,0.5079331398010254,0.0,0.2082571983337402,2022,GEO,Asia,Western Asia,1.5832103490829468
Gabon,4.9583001136779785,1.4592005014419556,0.7377017736434937,0.3957011997699737,0.3431932330131531,0.0322732776403427,0.0986150652170181,2022,GAB,Africa,Sub-Saharan Africa,1.8916150629520416
Iraq,4.940899848937988,1.2887792587280271,0.6823609471321106,0.5542571544647217,0.3284466564655304,0.1467288136482238,0.045941274613142,2022,IRQ,Asia,Western Asia,1.8943857438862324
Venezuela,4.92549991607666,0.0,0.9678928256034852,0.5777590274810791,0.2826734185218811,0.2252623438835144,0.0816315189003944,2022,VEN,Americas,Latin America and the Caribbean,2.790280781686306
Guinea,4.890500068664551,0.8481511473655701,0.5663941502571106,0.2749532163143158,0.3338097333908081,0.2137715965509414,0.1156004667282104,2022,GIN,Africa,Sub-Saharan Africa,2.5378197580575943
Iran,4.887899875640869,1.4097338914871216,0.7406527400016785,0.6417500972747803,0.2813448011875152,0.240984559059143,0.1464152932167053,2022,IRN,Asia,Southern Asia,1.4270184934139252
Ghana,4.872000217437744,1.1115119457244873,0.5949505567550659,0.4088703691959381,0.4995107352733612,0.2295379787683487,0.055579662322998,2022,GHA,Africa,Sub-Saharan Africa,1.9720389693975449
Turkey,4.744200229644775,1.7068283557891846,0.8652169704437256,0.7018067836761475,0.2090609669685363,0.0872268974781036,0.1149609237909317,2022,TUR,Asia,Western Asia,1.059099331498146
Burkina Faso,4.670499801635742,0.7791023850440979,0.5649209022521973,0.3196865022182464,0.382119208574295,0.1864529252052307,0.1255418360233307,2022,BFA,Africa,Sub-Saharan Africa,2.312676042318344
Cambodia,4.6402997970581055,1.0191460847854614,0.7320998311042786,0.5048215985298157,0.7400385737419128,0.1659489572048187,0.0679185539484024,2022,KHM,Asia,South-eastern Asia,1.4103261977434158
Benin,4.623199939727783,0.9317342042922974,0.0637338533997535,0.3345975577831268,0.4788248240947723,0.1267226636409759,0.229652389883995,2022,BEN,Africa,Sub-Saharan Africa,2.4579344466328625
Comoros,4.60860013961792,0.8993876576423645,0.4761405885219574,0.4240278005599975,0.1853092461824417,0.1945028454065323,0.1253261119127273,2022,COM,Africa,Sub-Saharan Africa,2.303905889391899
Uganda,4.60260009765625,0.7771909832954407,0.8752675652503967,0.417612761259079,0.4022944569587707,0.2219702154397964,0.0662830919027328,2022,UGA,Africa,Sub-Saharan Africa,1.8419810235500336
Nigeria,4.552000045776367,1.0794718265533447,0.7321566939353943,0.2998833358287811,0.4443625807762146,0.1745624989271164,0.0375305227935314,2022,NGA,Africa,Sub-Saharan Africa,1.7840325869619846
Kenya,4.543000221252441,1.031548261642456,0.60507732629776,0.40100958943367,0.4399681389331817,0.3217529356479645,0.0821529179811477,2022,KEN,Africa,Sub-Saharan Africa,1.6614910513162613
Tunisia,4.515999794006348,1.349854588508606,0.5963210463523865,0.6562386155128479,0.3158966600894928,0.0288959052413702,0.0291358008980751,2022,TUN,Africa,Northern Africa,1.5396571774035692
Pakistan,4.5157999992370605,1.048730492591858,0.4125775396823883,0.3740493059158325,0.4477695524692535,0.1810466349124908,0.1116888597607612,2022,PAK,Asia,Southern Asia,1.9399376139044762
Palestinian Territories,4.482500076293945,1.147925615310669,0.9572246074676514,0.5206599235534668,0.3363785147666931,0.0731560960412025,0.0794472023844719,2022,PSE,Asia,Western Asia,1.3677081167697906
Mali,4.479000091552734,0.7915929555892944,0.4831300675868988,0.311049073934555,0.3497831523418426,0.1284190118312835,0.0422735586762428,2022,MLI,Africa,Sub-Saharan Africa,2.372752271592617
Namibia,4.459400177001953,1.2923872470855713,0.8771694302558899,0.3540918529033661,0.3839171528816223,0.0667128190398216,0.0708409994840622,2022,NAM,Africa,Sub-Saharan Africa,1.4142806753516197
"Eswatini, Kingdom of",4.396100044250488,1.2736265659332275,0.7862652540206909,0.1968819499015808,0.2592495679855346,0.037637859582901,0.154094249010086,2022,SWZ,Africa,Sub-Saharan Africa,1.6883445978164673
Myanmar,4.394199848175049,1.038498044013977,0.8290084600448608,0.4908556342124939,0.5129566788673401,0.45215505361557,0.1937917470932006,2022,MMR,Asia,South-eastern Asia,0.8769342303276062
Sri Lanka,4.362199783325195,1.415481686592102,0.9336079359054564,0.6604943871498108,0.5289205312728882,0.1497242599725723,0.0785673409700393,2022,LKA,Asia,Southern Asia,0.595403641462326
Madagascar,4.339099884033203,0.6703334450721741,0.6445609331130981,0.3778750598430633,0.2020506709814071,0.1429670304059982,0.1535177826881408,2022,MDG,Africa,Sub-Saharan Africa,2.1477949619293213
Egypt,4.287700176239014,1.388134479522705,0.7323397397994995,0.5475977659225464,0.4689860045909881,0.0406542643904686,0.2543814182281494,2022,EGY,Africa,Northern Africa,0.8556065037846565
Chad,4.250800132751465,0.661557674407959,0.5062879323959351,0.2249943017959594,0.180286630988121,0.1815919578075409,0.0769461020827293,2022,TCD,Africa,Sub-Saharan Africa,2.41913553327322
Ethiopia,4.241499900817871,0.7880569100379944,0.8089874386787415,0.4565162062644958,0.4724510014057159,0.2046001553535461,0.1358271241188049,2022,ETH,Africa,Sub-Saharan Africa,1.3750610649585724
Yemen,4.196899890899658,0.6914390921592712,1.0425920486450195,0.383644163608551,0.3295888006687164,0.0903874635696411,0.0978846177458763,2022,YEM,Asia,Western Asia,1.5613637045025826
Mauritania,4.152599811553955,1.100187063217163,0.864883303642273,0.4499886035919189,0.3039368093013763,0.0883642435073852,0.1384682804346084,2022,MRT,Africa,Sub-Saharan Africa,1.20677150785923
Jordan,4.152100086212158,1.323523998260498,0.7241126298904419,0.6749829053878784,0.4758279621601105,0.0578777566552162,0.2003200352191925,2022,JOR,Asia,Western Asia,0.6954547986388206
Togo,4.112299919128418,0.7711066007614136,0.3215048611164093,0.3597058057785034,0.2917749881744385,0.1744093000888824,0.1324163079261779,2022,TGO,Africa,Sub-Saharan Africa,2.0613820552825928
India,3.777100086212158,1.16701340675354,0.3755294382572174,0.4714049100875854,0.6471344828605652,0.1978944391012191,0.1233182474970817,2022,IND,Asia,Southern Asia,0.7948051616549492
Zambia,3.759799957275391,0.9301825165748596,0.5772325992584229,0.3064526319503784,0.5252918004989624,0.2027806639671325,0.0829059928655624,2022,ZMB,Africa,Sub-Saharan Africa,1.1349537521600728
Malawi,3.750400066375733,0.6478205323219299,0.2792975604534149,0.388209581375122,0.4769394993782043,0.1401967853307724,0.1570421308279037,2022,MWI,Africa,Sub-Saharan Africa,1.6608939766883855
Tanzania,3.702399969100952,0.8484562635421753,0.5970168709754944,0.4254571795463562,0.5777864456176758,0.248356893658638,0.2704537510871887,2022,TZA,Africa,Sub-Saharan Africa,0.7348725646734238
Sierra Leone,3.5739998817443848,0.6857039332389832,0.4160540401935577,0.2728437185287475,0.387028694152832,0.2022805511951446,0.0545014403760433,2022,SLE,Africa,Sub-Saharan Africa,1.5555875040590763
Lesotho,3.5118000507354736,0.8386673331260681,0.8479581475257874,0.0,0.418751060962677,0.0760673284530639,0.0184000544250011,2022,LSO,Africa,Sub-Saharan Africa,1.311956126242876
Botswana,3.471100091934204,1.5025898218154907,0.8154734373092651,0.2798006534576416,0.571353018283844,0.0124591356143355,0.101992517709732,2022,BWA,Africa,Sub-Saharan Africa,0.18743150774389505
Rwanda,3.268199920654297,0.785251796245575,0.132697582244873,0.4615268409252167,0.6214788556098938,0.1866620182991027,0.5442358255386353,2022,RWA,Africa,Sub-Saharan Africa,0.5363470017910004
Zimbabwe,2.9951000213623047,0.9466041326522828,0.6904597878456116,0.2700861990451813,0.3292033672332763,0.106265015900135,0.1049427837133407,2022,ZWE,Africa,Sub-Saharan Africa,0.547538734972477
Lebanon,2.955300092697144,1.3920683860778809,0.4979985356330871,0.6309643387794495,0.1027986481785774,0.0821912959218025,0.0337609462440013,2022,LBN,Asia,Western Asia,0.21551794186234519
Afghanistan,2.4038000106811523,0.757993757724762,0.0,0.2886260449886322,0.0,0.08887280523777,0.0048816669732332,2022,AFG,Asia,Southern Asia,1.2634257357567549
Finland,7.804200172424316,1.8883804082870483,1.584899663925171,0.5345736742019653,0.7715099453926086,0.1263311952352523,0.5352985858917236,2023,FIN,Europe,Northern Europe,2.363206699490547
Denmark,7.586400032043457,1.949405550956726,1.5478748083114624,0.5373024940490723,0.7344158887863159,0.2084585130214691,0.5252211689949036,2023,DNK,Europe,Northern Europe,2.0837216079235077
Iceland,7.529600143432617,1.925507664680481,1.6196664571762085,0.5590963959693909,0.7381637096405029,0.2496354877948761,0.1871187835931778,2023,ISL,Europe,Northern Europe,2.25041164457798
Israel,7.472899913787842,1.8333979845047,1.5206738710403442,0.5767300128936768,0.5685182809829712,0.1240477114915847,0.1582920551300048,2023,ISR,Asia,Western Asia,2.6912399977445602
Netherlands,7.402999877929687,1.9422738552093504,1.4882279634475708,0.545473039150238,0.6723272204399109,0.2505474090576172,0.3940616548061371,2023,NLD,Europe,Western Europe,2.110088735818862
Sweden,7.395199775695801,1.920950174331665,1.510329008102417,0.5618247389793396,0.753629207611084,0.2248480916023254,0.5204691290855408,2023,SWE,Europe,Northern Europe,1.903149425983429
Norway,7.315499782562256,1.9944396018981931,1.5210087299346924,0.5441108345985413,0.7518265247344971,0.2118891179561615,0.4629554748535156,2023,NOR,Europe,Northern Europe,1.8292694985866547
Switzerland,7.240099906921387,2.021803140640259,1.4628159999847412,0.5822543501853943,0.6779153347015381,0.1507497727870941,0.4747002124786377,2023,CHE,Europe,Western Europe,1.8698610961437225
Luxembourg,7.22790002822876,2.199664354324341,1.3568785190582275,0.5488784313201904,0.7096718549728394,0.1492813527584076,0.4183795750141144,2023,LUX,Europe,Western Europe,1.8451459407806396
New Zealand,7.122900009155273,1.841704249382019,1.5435456037521362,0.5127779245376587,0.6719269156455994,0.2302348315715789,0.4712207019329071,2023,NZL,Oceania,Australia and New Zealand,1.851489782333374
Austria,7.097300052642822,1.92671811580658,1.381974697113037,0.5345751643180847,0.6295605897903442,0.1909468322992324,0.3096530735492706,2023,AUT,Europe,Western Europe,2.1238715797662735
Australia,7.094600200653076,1.8987950086593628,1.4967434406280518,0.5318475961685181,0.6767511963844299,0.2424320876598358,0.3102680742740631,2023,AUS,Oceania,Australia and New Zealand,1.9377627968788147
Canada,6.960700035095215,1.8814388513565063,1.48391854763031,0.541386604309082,0.6558169722557068,0.2182796448469162,0.3644925951957702,2023,CAN,Americas,Northern America,1.8153668195009232
Ireland,6.910799980163574,2.1521122455596924,1.4247467517852783,0.5386596918106079,0.6557011008262634,0.1856109052896499,0.4090867936611175,2023,IRL,Europe,Northern Europe,1.5448824912309647
United States,6.893700122833252,1.980279803276062,1.459589958190918,0.3901733458042145,0.5573698282241821,0.2096725553274154,0.1722584664821624,2023,USA,Americas,Northern America,2.1243561655282974
Germany,6.8917999267578125,1.9194389581680296,1.4009678363800049,0.5386563539505005,0.6177360415458679,0.1525479108095169,0.3649562299251556,2023,DEU,Europe,Western Europe,1.8974965959787369
Belgium,6.859099864959717,1.9068782329559328,1.448750376701355,0.5277373194694519,0.5902925133705139,0.137192815542221,0.2725510895252228,2023,BEL,Europe,Western Europe,1.9756975173950195
Czechia,6.845200061798096,1.823468804359436,1.5439990758895874,0.4773488640785217,0.6931394934654236,0.1577660143375396,0.0502391494810581,2023,CZE,Europe,Eastern Europe,2.099238660186529
United Kingdom,6.795599937438965,1.856903433799744,1.3662347793579102,0.5114142894744873,0.6261729598045349,0.2723426818847656,0.3402338325977325,2023,GBR,Europe,Northern Europe,1.8222979605197906
Lithuania,6.763000011444092,1.807981848716736,1.5105764865875244,0.4323169887065887,0.4873256087303161,0.0585177168250083,0.0888190567493438,2023,LTU,Europe,Northern Europe,2.3774623051285744
France,6.661300182342529,1.8556448221206665,1.4334245920181274,0.5659090876579285,0.5816452503204346,0.0826210081577301,0.2696537375450134,2023,FRA,Europe,Western Europe,1.8724016845226288
Slovenia,6.649899959564209,1.815317153930664,1.5388127565383911,0.5318995714187622,0.7074655294418335,0.1441578716039657,0.1130580455064773,2023,SVN,Europe,Southern Europe,1.799189031124115
Costa Rica,6.608500003814697,1.5869576930999756,1.3395427465438845,0.503240168094635,0.6831671595573425,0.0989776253700256,0.1155191212892532,2023,CRI,Americas,Latin America and the Caribbean,2.281095489859581
Romania,6.589099884033203,1.7259292602539062,1.2797365188598633,0.4228858947753906,0.6309942007064819,0.044280145317316,0.0,2023,ROU,Europe,Eastern Europe,2.485273864120245
Singapore,6.586699962615967,2.1679413318634038,1.3544509410858154,0.6067776083946228,0.6600772142410278,0.1700936704874038,0.5608206987380981,2023,SGP,Asia,South-eastern Asia,1.0665384978055954
United Arab Emirates,6.571199893951416,2.0150415897369385,1.2230294942855835,0.4008787274360657,0.745395302772522,0.1877742558717727,0.2473245859146118,2023,ARE,Asia,Western Asia,1.7517559379339218
Taiwan Province of China,6.535399913787842,1.890334725379944,1.371842384338379,0.4923414885997772,0.5619380474090576,0.067239299416542,0.1777113676071167,2023,TWN,Asia,Eastern Asia,1.9739926010370255
Uruguay,6.493899822235107,1.617422103881836,1.4445520639419556,0.4351235330104828,0.6834053993225098,0.1017609983682632,0.2539240717887878,2023,URY,Americas,Latin America and the Caribbean,1.9577116519212723
Slovakia,6.468599796295166,1.7310861349105835,1.5439553260803225,0.4715751409530639,0.4944794178009033,0.1276090145111084,0.0223858673125505,2023,SVK,Europe,Eastern Europe,2.077508894726634
Saudi Arabia,6.462600231170654,1.8609226942062376,1.3704391717910769,0.3506397604942322,0.6815623044967651,0.0931576117873191,0.1703143268823623,2023,SAU,Asia,Western Asia,1.935564361512661
Estonia,6.4552001953125,1.7984774112701416,1.5264379978179932,0.4937084913253784,0.7281054854393005,0.153474286198616,0.3721884787082672,2023,EST,Europe,Northern Europe,1.382808044552803
Spain,6.436200141906738,1.7981053590774536,1.4913617372512815,0.5672692060470581,0.5329196453094482,0.1010577678680419,0.1565551459789276,2023,ESP,Europe,Southern Europe,1.788931280374527
Italy,6.4045000076293945,1.8317288160324097,1.364630103111267,0.5590959787368774,0.437638372182846,0.0969720631837844,0.0625555664300918,2023,ITA,Europe,Southern Europe,2.051879107952118
Kosovo,6.367599964141846,1.3744702339172363,1.2692053318023682,0.3723197281360626,0.6385247111320496,0.2752449214458465,0.0451008528470993,2023,XKX,Europe,Southern Europe,2.392734184861183
Chile,6.333799839019775,1.645203709602356,1.3837307691574097,0.5114095211029053,0.5464231371879578,0.1305136084556579,0.0761675387620925,2023,CHL,Americas,Latin America and the Caribbean,2.040351554751396
Mexico,6.329500198364258,1.550388216972351,1.168708324432373,0.3888042569160461,0.6315385103225708,0.0862316414713859,0.1151318550109863,2023,MEX,Americas,Latin America and the Caribbean,2.3886973932385445
Malta,6.299900054931641,1.84134578704834,1.4684698581695557,0.5468358397483826,0.6706803441047668,0.2004493474960327,0.1434133499860763,2023,MLT,Europe,Southern Europe,1.4287055283784866
Panama,6.264500141143799,1.713736891746521,1.4018425941467283,0.4746385812759399,0.6300383806228638,0.0648609921336174,0.0363806672394275,2023,PAN,Americas,Latin America and the Caribbean,1.9430020339787006
Poland,6.259699821472168,1.7667744159698486,1.4744794368743896,0.4773264229297638,0.5107993483543396,0.1198244765400886,0.138614073395729,2023,POL,Europe,Eastern Europe,1.7718816474080086
Nicaragua,6.258800029754639,1.1085658073425293,1.291988730430603,0.3847053647041321,0.6597586274147034,0.1476614624261856,0.2178028523921966,2023,NIC,Americas,Latin America and the Caribbean,2.4483171850442886
Latvia,6.212699890136719,1.73714280128479,1.5049731731414795,0.4051622152328491,0.580150842666626,0.1066086217761039,0.0707940086722374,2023,LVA,Europe,Northern Europe,1.8078682273626328
Bahrain,6.173200130462647,1.8825600147247317,1.2693383693695068,0.3894852697849273,0.7483083009719849,0.1992207467555999,0.1378032565116882,2023,BHR,Asia,Western Asia,1.5464841723442087
Guatemala,6.150300025939941,1.287179708480835,1.188223958015442,0.3097888827323913,0.6311976909637451,0.1057083457708358,0.0662645101547241,2023,GTM,Americas,Latin America and the Caribbean,2.561936929821968
Kazakhstan,6.143899917602539,1.6638872623443604,1.4906219244003296,0.3888514637947082,0.6275635957717896,0.1361722648143768,0.1487179398536682,2023,KAZ,Asia,Central Asia,1.6880854666233063
Serbia,6.143599987030029,1.551958441734314,1.3431038856506348,0.4238874316215515,0.6166508793830872,0.2458843737840652,0.0806943476200103,2023,SRB,Europe,Southern Europe,1.8814206272363663
Cyprus,6.130000114440918,1.823535442352295,1.2244642972946167,0.5795837640762329,0.4554170072078705,0.1042241603136062,0.0496397875249385,2023,CYP,Asia,Western Asia,1.893135655671358
Japan,6.129000186920166,1.825132131576538,1.3963241577148438,0.6217486262321472,0.5560483932495117,0.009303618222475,0.2071253806352615,2023,JPN,Asia,Eastern Asia,1.5133178792893887
Croatia,6.125,1.72653329372406,1.454584717750549,0.4746306836605072,0.4996632039546966,0.086722083389759,0.0027265360113233,2023,HRV,Europe,Southern Europe,1.8801394815091044
